year,month,day,hour,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,registered,count
2012,10,1,10,겨울,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,56.0,0.0,135,179
2011,7,10,13,가을,0,0,"맑음, 약간 구름 낀 흐림",32.8,36.365,46.0,19.9995,228,367
2011,9,3,13,가을,0,0,"맑음, 약간 구름 낀 흐림",28.7,32.575,65.0,15.0013,200,353
2011,9,13,5,가을,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,88.0,0.0,19,20
2012,1,2,17,봄,1,0,"맑음, 약간 구름 낀 흐림",10.66,11.365,35.0,26.0027,136,153
2011,6,17,2,여름,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,94.0,7.0015,11,13
2012,7,12,19,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,33.335,48.0,15.0013,532,629
2011,10,19,14,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",22.14,25.76,94.0,11.0014,80,97
2011,3,18,15,봄,0,1,"안개, 안개 + 흐림",27.88,31.82,39.0,23.9994,111,173
2012,2,3,17,봄,0,1,"맑음, 약간 구름 낀 흐림",16.4,20.455,37.0,6.0032,458,488
2011,6,3,4,여름,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,48.0,22.0028,5,6
2012,9,17,8,가을,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,77.0,6.0032,647,683
2012,11,3,20,겨울,0,0,"맑음, 약간 구름 낀 흐림",13.94,16.665,53.0,8.9981,158,181
2011,4,4,20,여름,0,1,"안개, 안개 + 흐림",28.7,31.82,24.0,36.9974,133,173
2011,8,3,6,가을,0,1,"가벼운 눈, 가벼운 비 + 천둥",29.52,,66.0,32.9975,101,110
2012,6,6,6,여름,0,1,"맑음, 약간 구름 낀 흐림",19.68,23.485,77.0,0.0,165,172
2012,3,2,6,봄,0,1,"맑음, 약간 구름 낀 흐림",12.3,,70.0,0.0,88,92
2012,10,16,9,겨울,0,1,"맑음, 약간 구름 낀 흐림",19.68,23.485,55.0,16.9979,323,355
2011,6,2,15,여름,0,1,"맑음, 약간 구름 낀 흐림",32.8,34.09,21.0,26.0027,144,188
2012,5,14,5,여름,0,1,"안개, 안개 + 흐림",22.14,25.76,77.0,11.0014,25,26
2011,7,8,11,가을,0,1,"안개, 안개 + 흐림",30.34,35.605,74.0,16.9979,104,165
2011,8,13,1,가을,0,0,"안개, 안개 + 흐림",27.88,31.82,57.0,6.0032,64,77
2011,2,13,6,봄,0,0,"안개, 안개 + 흐림",8.2,10.605,69.0,8.9981,3,5
2012,7,7,7,가을,0,0,"맑음, 약간 구름 낀 흐림",31.98,37.88,66.0,7.0015,63,71
2012,11,6,3,겨울,0,1,"맑음, 약간 구름 낀 흐림",9.02,12.12,64.0,7.0015,4,4
2011,12,18,15,겨울,0,0,"맑음, 약간 구름 낀 흐림",13.12,15.15,45.0,19.0012,184,207
2012,11,4,14,겨울,0,0,"맑음, 약간 구름 낀 흐림",16.4,20.455,40.0,12.998,360,509
2011,10,10,23,겨울,1,0,"안개, 안개 + 흐림",22.14,25.76,88.0,7.0015,63,75
2012,10,14,13,겨울,0,0,"맑음, 약간 구름 낀 흐림",26.24,31.06,41.0,30.0026,401,619
2011,6,14,22,여름,0,1,"맑음, 약간 구름 낀 흐림",23.78,27.275,60.0,15.0013,159,188
2012,9,11,10,가을,0,1,"맑음, 약간 구름 낀 흐림",25.42,31.06,38.0,0.0,142,196
2011,2,4,5,봄,0,1,"안개, 안개 + 흐림",5.74,7.575,63.0,8.9981,7,7
2011,12,19,22,겨울,0,1,"안개, 안개 + 흐림",14.76,17.425,57.0,11.0014,95,107
2011,3,8,13,봄,0,1,"안개, 안개 + 흐림",15.58,19.695,25.0,7.0015,73,98
2012,1,7,16,봄,0,0,"안개, 안개 + 흐림",22.96,26.515,37.0,19.0012,268,401
2012,12,10,18,겨울,0,1,"안개, 안개 + 흐림",18.86,22.725,88.0,19.0012,544,564
2011,11,11,7,겨울,1,0,"맑음, 약간 구름 낀 흐림",11.48,13.635,45.0,16.9979,116,121
2011,11,3,8,겨울,0,1,"안개, 안개 + 흐림",13.94,17.425,81.0,6.0032,394,402
2011,9,1,23,가을,0,1,"맑음, 약간 구름 낀 흐림",26.24,30.305,65.0,16.9979,111,126
2012,9,10,17,가을,0,1,"맑음, 약간 구름 낀 흐림",27.06,31.06,34.0,22.0028,744,871
2011,6,12,12,여름,0,0,"맑음, 약간 구름 낀 흐림",33.62,37.88,46.0,0.0,244,420
2011,6,14,5,여름,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,56.0,22.0028,23,26
2012,12,1,13,겨울,0,0,"안개, 안개 + 흐림",13.94,18.18,76.0,0.0,386,509
2012,6,3,3,여름,0,0,"맑음, 약간 구름 낀 흐림",21.32,25.0,63.0,7.0015,34,50
2012,6,2,12,여름,0,0,"맑음, 약간 구름 낀 흐림",25.42,31.06,43.0,23.9994,418,668
2011,7,4,8,가을,1,0,"맑음, 약간 구름 낀 흐림",28.7,33.335,74.0,7.0015,44,86
2012,12,19,18,겨울,0,1,"맑음, 약간 구름 낀 흐림",15.58,19.695,50.0,23.9994,546,569
2012,1,6,7,봄,0,1,"안개, 안개 + 흐림",9.84,14.395,65.0,0.0,201,205
2012,6,5,9,여름,0,1,"안개, 안개 + 흐림",21.32,25.0,72.0,16.9979,285,335
2012,12,7,9,겨울,0,1,"안개, 안개 + 흐림",12.3,15.15,81.0,8.9981,291,301
2012,4,10,22,여름,0,1,"맑음, 약간 구름 낀 흐림",16.4,20.455,37.0,32.9975,118,127
2011,9,9,4,가을,0,1,"가벼운 눈, 가벼운 비 + 천둥",25.42,27.275,94.0,11.0014,3,3
2012,8,18,16,가을,0,0,"맑음, 약간 구름 낀 흐림",31.16,33.335,37.0,16.9979,354,641
2012,11,14,8,겨울,0,1,"맑음, 약간 구름 낀 흐림",11.48,12.88,56.0,19.9995,664,691
2012,2,7,20,봄,0,1,"맑음, 약간 구름 낀 흐림",14.76,17.425,50.0,8.9981,206,212
2011,1,8,4,봄,0,0,"가벼운 눈, 가벼운 비 + 천둥",7.38,9.85,55.0,11.0014,1,1
2012,2,4,20,봄,0,0,"가벼운 눈, 가벼운 비 + 천둥",9.84,11.365,93.0,12.998,73,77
2012,5,8,3,여름,0,1,"안개, 안개 + 흐림",21.32,25.0,68.0,19.0012,4,6
2011,11,14,15,겨울,0,1,"맑음, 약간 구름 낀 흐림",26.24,31.06,44.0,22.0028,142,195
2011,2,2,18,봄,0,1,"맑음, 약간 구름 낀 흐림",13.94,14.395,42.0,36.9974,175,182
2012,7,10,21,가을,0,1,"가벼운 눈, 가벼운 비 + 천둥",26.24,28.79,89.0,7.0015,83,90
2011,12,3,13,겨울,0,0,"맑음, 약간 구름 낀 흐림",14.76,18.18,50.0,6.0032,222,292
2011,3,6,10,봄,0,0,"안개, 안개 + 흐림",17.22,21.21,100.0,19.9995,27,31
2011,7,16,18,가을,0,0,"맑음, 약간 구름 낀 흐림",31.16,34.09,45.0,19.0012,243,428
2011,12,16,21,겨울,0,1,"안개, 안개 + 흐림",13.12,15.91,45.0,11.0014,95,102
2012,7,14,9,가을,0,0,"맑음, 약간 구름 낀 흐림",27.06,31.06,,12.998,200,282
2012,10,10,5,겨울,0,1,"안개, 안개 + 흐림",18.86,22.725,88.0,6.0032,38,40
2011,9,13,0,가을,0,1,"맑음, 약간 구름 낀 흐림",24.6,27.275,88.0,7.0015,19,26
2011,6,5,2,여름,0,0,"안개, 안개 + 흐림",26.24,31.06,61.0,11.0014,48,64
2012,7,8,11,가을,0,0,"맑음, 약간 구름 낀 흐림",37.72,44.695,42.0,19.9995,269,389
2011,9,18,10,가을,0,0,"맑음, 약간 구름 낀 흐림",20.5,24.24,72.0,11.0014,178,260
2011,9,2,1,가을,0,1,"가벼운 눈, 가벼운 비 + 천둥",25.42,29.545,73.0,7.0015,28,32
2012,10,11,2,겨울,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,50.0,8.9981,7,11
2011,5,17,9,여름,0,1,"안개, 안개 + 흐림",22.14,25.76,88.0,16.9979,190,207
2011,3,2,20,봄,0,1,"맑음, 약간 구름 낀 흐림",14.76,16.665,29.0,27.9993,86,95
2012,10,8,14,겨울,1,0,"안개, 안개 + 흐림",17.22,,58.0,7.0015,299,420
2011,3,1,16,봄,0,1,"맑음, 약간 구름 낀 흐림",13.94,,34.0,6.0032,92,102
2011,5,6,11,여름,0,1,"안개, 안개 + 흐림",22.14,25.76,49.0,22.0028,123,165
2012,11,13,14,겨울,0,1,"맑음, 약간 구름 낀 흐림",15.58,19.695,46.0,26.0027,169,203
2012,3,10,0,봄,0,0,"맑음, 약간 구름 낀 흐림",12.3,13.635,36.0,23.9994,68,77
2012,3,14,14,봄,0,1,"맑음, 약간 구름 낀 흐림",28.7,31.82,23.0,22.0028,163,224
2012,10,9,0,겨울,0,1,"안개, 안개 + 흐림",15.58,19.695,82.0,15.0013,22,31
2011,9,12,21,가을,0,1,"맑음, 약간 구름 낀 흐림",26.24,30.305,73.0,6.0032,166,195
2012,5,1,2,여름,0,1,"안개, 안개 + 흐림",20.5,24.24,72.0,6.0032,7,8
2012,4,1,17,여름,0,0,"맑음, 약간 구름 낀 흐림",21.32,25.0,55.0,19.0012,323,555
2012,2,13,21,봄,0,1,"맑음, 약간 구름 낀 흐림",11.48,14.395,45.0,8.9981,145,147
2012,4,4,7,여름,0,1,"안개, 안개 + 흐림",18.04,21.97,62.0,0.0,354,366
2011,7,18,14,가을,0,1,"맑음, 약간 구름 낀 흐림",33.62,39.395,56.0,22.0028,106,138
2012,12,14,7,겨울,0,1,"맑음, 약간 구름 낀 흐림",8.2,10.605,72.0,7.0015,305,308
2011,7,17,13,가을,0,0,"맑음, 약간 구름 낀 흐림",32.8,37.12,49.0,19.9995,272,472
2012,1,11,15,봄,0,1,"안개, 안개 + 흐림",13.94,17.425,87.0,6.0032,73,79
2011,4,6,15,여름,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,32.0,22.0028,83,117
2012,5,6,6,여름,0,0,"가벼운 눈, 가벼운 비 + 천둥",21.32,25.0,83.0,15.0013,14,17
2012,5,11,17,여름,0,1,"맑음, 약간 구름 낀 흐림",26.24,30.305,23.0,16.9979,677,779
2012,1,7,15,봄,0,0,"맑음, 약간 구름 낀 흐림",23.78,27.275,37.0,19.9995,317,449
2012,7,1,1,가을,0,0,"맑음, 약간 구름 낀 흐림",30.34,34.85,70.0,8.9981,81,93
2011,10,7,15,겨울,0,1,"맑음, 약간 구름 낀 흐림",27.06,31.06,41.0,0.0,202,270
2012,2,17,22,봄,0,1,"맑음, 약간 구름 낀 흐림",14.76,17.425,40.0,15.0013,92,107
2012,1,15,12,봄,0,0,"맑음, 약간 구름 낀 흐림",7.38,8.335,40.0,19.9995,192,234
2011,5,4,0,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",21.32,25.0,77.0,11.0014,22,27
2012,5,10,20,여름,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,40.0,22.0028,315,374
2012,5,13,14,여름,0,0,"맑음, 약간 구름 낀 흐림",28.7,32.575,48.0,8.9981,324,552
2011,1,9,18,봄,0,0,"맑음, 약간 구름 낀 흐림",6.56,6.82,40.0,22.0028,44,48
2011,6,17,17,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",31.16,34.09,40.0,12.998,467,552
2012,3,18,8,봄,0,0,"안개, 안개 + 흐림",17.22,21.21,88.0,7.0015,71,96
2011,12,1,9,겨울,0,1,"맑음, 약간 구름 낀 흐림",12.3,13.635,52.0,22.0028,215,224
2011,7,6,17,가을,0,1,"맑음, 약간 구름 낀 흐림",31.98,37.12,59.0,15.0013,517,596
2011,6,18,4,여름,0,0,"맑음, 약간 구름 낀 흐림",24.6,,88.0,6.0032,4,5
2011,12,18,21,겨울,0,0,"맑음, 약간 구름 낀 흐림",9.02,13.635,64.0,0.0,80,89
2011,3,7,22,봄,0,1,"맑음, 약간 구름 낀 흐림",10.66,12.88,48.0,11.0014,34,35
2012,5,7,21,여름,0,1,"안개, 안개 + 흐림",22.14,25.76,45.0,15.0013,210,247
2011,7,12,14,가을,0,1,"맑음, 약간 구름 낀 흐림",36.9,42.425,42.0,19.9995,91,124
2012,5,7,14,여름,0,1,"안개, 안개 + 흐림",25.42,31.06,50.0,23.9994,180,239
2011,7,18,15,가을,0,1,"맑음, 약간 구름 낀 흐림",34.44,40.15,53.0,22.0028,111,164
2011,4,14,23,여름,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,59.0,7.0015,40,47
2012,3,18,20,봄,0,0,"맑음, 약간 구름 낀 흐림",21.32,25.0,77.0,8.9981,139,198
2012,7,19,19,가을,0,1,"맑음, 약간 구름 낀 흐림",34.44,37.88,44.0,16.9979,480,533
2012,6,3,17,여름,0,0,"맑음, 약간 구름 낀 흐림",28.7,31.82,34.0,16.9979,386,578
2012,11,9,20,겨울,0,1,"맑음, 약간 구름 낀 흐림",14.76,17.425,66.0,8.9981,235,255
2012,7,5,21,가을,0,1,"맑음, 약간 구름 낀 흐림",34.44,38.635,47.0,12.998,232,323
2011,3,18,22,봄,0,1,"맑음, 약간 구름 낀 흐림",25.42,31.06,50.0,11.0014,63,118
2011,4,11,17,여름,0,1,"맑음, 약간 구름 낀 흐림",30.34,33.335,48.0,35.0008,352,452
2012,2,3,4,봄,0,1,"맑음, 약간 구름 낀 흐림",10.66,12.88,60.0,15.0013,2,2
2011,11,15,10,겨울,0,1,"안개, 안개 + 흐림",22.96,26.515,64.0,19.0012,115,138
2011,9,10,12,가을,0,0,"맑음, 약간 구름 낀 흐림",29.52,34.09,62.0,15.0013,260,404
2012,9,8,6,가을,0,0,"안개, 안개 + 흐림",27.06,29.545,89.0,19.0012,26,34
2012,11,11,1,겨울,0,0,"맑음, 약간 구름 낀 흐림",13.94,17.425,76.0,6.0032,82,108
2011,5,19,6,여름,0,1,"안개, 안개 + 흐림",20.5,24.24,94.0,0.0,86,103
2012,5,1,6,여름,0,1,"가벼운 눈, 가벼운 비 + 천둥",21.32,25.0,77.0,7.0015,24,26
2012,9,10,19,가을,0,1,"맑음, 약간 구름 낀 흐림",25.42,31.06,38.0,19.9995,562,633
2011,2,4,15,봄,0,1,"안개, 안개 + 흐림",11.48,13.635,48.0,16.9979,81,90
2011,9,5,6,가을,1,0,"안개, 안개 + 흐림",27.06,31.06,74.0,8.9981,5,11
2012,7,3,18,가을,0,1,"안개, 안개 + 흐림",35.26,37.12,30.0,0.0,542,627
2012,2,2,15,봄,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,67.0,11.0014,150,174
2012,9,12,21,가을,0,1,"맑음, 약간 구름 낀 흐림",24.6,30.305,60.0,8.9981,279,306
2012,8,14,15,가을,0,1,"맑음, 약간 구름 낀 흐림",33.62,37.88,46.0,15.0013,199,283
2011,4,9,13,여름,0,0,"안개, 안개 + 흐림",14.76,,81.0,0.0,108,222
2011,12,11,9,겨울,0,0,"맑음, 약간 구름 낀 흐림",8.2,12.88,59.0,0.0,88,107
2011,5,10,15,여름,0,1,"안개, 안개 + 흐림",26.24,31.06,33.0,6.0032,152,180
2012,1,11,16,봄,0,1,"안개, 안개 + 흐림",13.94,15.91,87.0,16.9979,112,118
2011,8,4,9,가을,0,1,"맑음, 약간 구름 낀 흐림",29.52,34.85,74.0,22.0028,162,187
2012,3,2,8,봄,0,1,"맑음, 약간 구름 낀 흐림",11.48,15.15,75.0,6.0032,533,549
2012,11,13,13,겨울,0,1,"맑음, 약간 구름 낀 흐림",13.94,15.91,53.0,16.9979,188,218
2012,12,7,23,겨울,0,1,"안개, 안개 + 흐림",14.76,18.18,93.0,6.0032,116,122
2012,9,3,5,가을,1,0,"맑음, 약간 구름 낀 흐림",27.06,29.545,89.0,0.0,3,4
2011,2,8,11,봄,0,1,"맑음, 약간 구름 낀 흐림",9.02,9.09,47.0,31.0009,49,50
2012,3,19,23,봄,0,1,"안개, 안개 + 흐림",22.96,26.515,78.0,8.9981,45,54
2012,1,15,18,봄,0,0,"맑음, 약간 구름 낀 흐림",7.38,9.09,29.0,15.0013,113,120
2012,2,4,10,봄,0,0,"맑음, 약간 구름 낀 흐림",9.84,12.88,87.0,7.0015,193,224
2011,4,19,5,여름,0,1,"안개, 안개 + 흐림",18.86,22.725,72.0,12.998,17,18
2012,1,11,10,봄,0,1,"안개, 안개 + 흐림",9.84,12.12,87.0,8.9981,84,97
2011,10,19,0,겨울,0,1,"안개, 안개 + 흐림",21.32,25.0,77.0,12.998,23,34
2011,7,2,9,가을,0,0,"맑음, 약간 구름 낀 흐림",30.34,33.335,51.0,6.0032,124,179
2011,11,2,14,겨울,0,1,"맑음, 약간 구름 낀 흐림",20.5,24.24,45.0,11.0014,132,172
2012,6,8,2,여름,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,56.0,0.0,17,19
2011,9,2,3,가을,0,1,"안개, 안개 + 흐림",24.6,28.03,83.0,11.0014,4,8
2011,3,14,19,봄,0,1,"맑음, 약간 구름 낀 흐림",14.76,17.425,43.0,8.9981,133,150
2011,6,8,11,여름,0,1,"맑음, 약간 구름 낀 흐림",34.44,37.88,41.0,12.998,106,134
2011,1,18,19,봄,0,1,"안개, 안개 + 흐림",9.02,11.365,,8.9981,98,99
2011,7,10,4,가을,0,0,"맑음, 약간 구름 낀 흐림",27.06,31.06,69.0,6.0032,5,5
2012,6,5,18,여름,0,1,"맑음, 약간 구름 낀 흐림",24.6,31.06,43.0,12.998,679,790
2012,2,12,15,봄,0,0,"맑음, 약간 구름 낀 흐림",6.56,6.06,40.0,36.9974,150,155
2011,6,19,1,여름,0,0,"안개, 안개 + 흐림",28.7,32.575,65.0,6.0032,59,76
2012,12,3,14,겨울,0,1,"맑음, 약간 구름 낀 흐림",24.6,31.06,53.0,0.0,209,260
2011,10,10,14,겨울,1,0,"맑음, 약간 구름 낀 흐림",30.34,,37.0,0.0,223,370
2011,11,14,14,겨울,0,1,"맑음, 약간 구름 낀 흐림",25.42,31.06,46.0,30.0026,138,185
2012,11,11,2,겨울,0,0,"맑음, 약간 구름 낀 흐림",13.12,,87.0,7.0015,58,70
2012,10,15,13,겨울,0,1,"안개, 안개 + 흐림",22.96,26.515,88.0,15.0013,109,146
2011,3,6,2,봄,0,0,"안개, 안개 + 흐림",16.4,20.455,82.0,19.0012,27,32
2012,7,11,19,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,33.335,48.0,15.0013,560,633
2012,7,1,5,가을,0,0,"맑음, 약간 구름 낀 흐림",27.88,31.82,79.0,7.0015,7,10
2012,4,7,15,여름,0,0,"맑음, 약간 구름 낀 흐림",21.32,25.0,19.0,27.9993,305,626
2012,11,19,23,겨울,0,1,"맑음, 약간 구름 낀 흐림",13.94,17.425,66.0,7.0015,72,74
2011,12,1,12,겨울,0,1,"맑음, 약간 구름 낀 흐림",14.76,17.425,46.0,15.0013,139,148
2012,2,8,0,봄,0,1,"맑음, 약간 구름 낀 흐림",12.3,14.395,56.0,15.0013,21,23
2011,5,12,8,여름,0,1,"맑음, 약간 구름 낀 흐림",19.68,23.485,82.0,12.998,394,421
2011,6,13,19,여름,0,1,"맑음, 약간 구름 낀 흐림",27.06,31.06,39.0,19.0012,348,423
2012,4,12,16,여름,0,1,"맑음, 약간 구름 낀 흐림",19.68,23.485,31.0,19.0012,299,353
2011,11,3,16,겨울,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,48.0,12.998,234,267
2011,9,17,13,가을,0,0,"안개, 안개 + 흐림",21.32,25.0,68.0,12.998,225,349
2011,11,10,8,겨울,0,1,"안개, 안개 + 흐림",16.4,20.455,94.0,6.0032,418,436
2011,6,18,15,여름,0,0,"안개, 안개 + 흐림",33.62,37.88,46.0,8.9981,214,367
2011,6,14,3,여름,0,1,"맑음, 약간 구름 낀 흐림",23.78,27.275,53.0,22.0028,1,2
2012,5,9,15,여름,0,1,"안개, 안개 + 흐림",26.24,31.06,53.0,7.0015,191,259
2011,8,15,23,가을,0,1,"맑음, 약간 구름 낀 흐림",26.24,30.305,69.0,15.0013,77,88
2011,4,18,7,여름,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,63.0,0.0,156,168
2012,9,10,2,가을,0,1,"맑음, 약간 구름 낀 흐림",22.14,25.76,60.0,23.9994,6,17
2012,12,18,16,겨울,0,1,"맑음, 약간 구름 낀 흐림",18.04,21.97,41.0,31.0009,323,363
2012,2,11,5,봄,0,0,"가벼운 눈, 가벼운 비 + 천둥",9.02,11.365,93.0,11.0014,2,2
2012,1,19,18,봄,0,1,"안개, 안개 + 흐림",10.66,11.365,44.0,22.0028,345,361
2012,6,11,10,여름,0,1,"맑음, 약간 구름 낀 흐림",29.52,34.09,62.0,11.0014,95,147
2012,3,4,15,봄,0,0,"맑음, 약간 구름 낀 흐림",14.76,15.91,32.0,35.0008,252,334
2012,10,16,3,겨울,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,67.0,7.0015,2,2
2011,12,6,12,겨울,0,1,"가벼운 눈, 가벼운 비 + 천둥",18.86,22.725,100.0,15.0013,50,55
2012,10,5,11,겨울,0,1,"맑음, 약간 구름 낀 흐림",28.7,32.575,48.0,12.998,214,304
2011,6,9,5,여름,0,1,"안개, 안개 + 흐림",28.7,33.335,84.0,0.0,19,20
2011,3,19,22,봄,0,0,"맑음, 약간 구름 낀 흐림",16.4,20.455,37.0,22.0028,45,72
2012,1,16,15,봄,1,0,"맑음, 약간 구름 낀 흐림",10.66,10.605,44.0,30.0026,175,192
2011,1,19,19,봄,0,1,"맑음, 약간 구름 낀 흐림",13.12,14.395,57.0,27.9993,108,112
2012,8,8,9,가을,0,1,"안개, 안개 + 흐림",31.16,36.365,66.0,0.0,308,341
2011,11,7,14,겨울,0,1,"맑음, 약간 구름 낀 흐림",22.96,26.515,37.0,11.0014,115,145
2012,10,4,17,겨울,0,1,"맑음, 약간 구름 낀 흐림",28.7,32.575,51.0,15.0013,789,901
2011,5,18,14,여름,0,1,"안개, 안개 + 흐림",23.78,27.275,78.0,19.0012,94,138
2011,12,13,23,겨울,0,1,"맑음, 약간 구름 낀 흐림",10.66,15.15,70.0,0.0,55,59
2011,1,9,22,봄,0,0,"맑음, 약간 구름 낀 흐림",5.74,6.06,46.0,19.9995,10,15
2012,3,1,14,봄,0,1,"맑음, 약간 구름 낀 흐림",23.78,27.275,35.0,15.0013,174,211
2012,4,3,7,여름,0,1,"맑음, 약간 구름 낀 흐림",13.12,16.665,66.0,6.0032,327,341
2012,7,2,2,가을,0,1,"안개, 안개 + 흐림",30.34,33.335,51.0,16.9979,14,15
2012,1,4,12,봄,0,1,"안개, 안개 + 흐림",4.1,5.305,46.0,12.998,75,84
2011,3,8,1,봄,0,1,"맑음, 약간 구름 낀 흐림",9.84,12.12,52.0,8.9981,4,4
2012,7,11,22,가을,0,1,"맑음, 약간 구름 낀 흐림",29.52,33.335,58.0,16.9979,203,244
2012,1,17,23,봄,0,1,"맑음, 약간 구름 낀 흐림",18.86,22.725,72.0,26.0027,60,61
2012,7,19,4,가을,0,1,"맑음, 약간 구름 낀 흐림",29.52,34.09,70.0,7.0015,8,8
2012,10,3,19,겨울,0,1,"맑음, 약간 구름 낀 흐림",28.7,32.575,65.0,0.0,544,593
2011,4,12,11,여름,0,1,"맑음, 약간 구름 낀 흐림",21.32,25.0,77.0,23.9994,38,49
2012,6,19,9,여름,0,1,"맑음, 약간 구름 낀 흐림",26.24,30.305,73.0,6.0032,288,328
2012,11,19,21,겨울,0,1,"안개, 안개 + 흐림",15.58,19.695,54.0,15.0013,188,203
2011,4,13,15,여름,0,1,"안개, 안개 + 흐림",18.04,21.97,72.0,19.0012,69,81
2012,5,6,5,여름,0,0,"가벼운 눈, 가벼운 비 + 천둥",21.32,25.0,83.0,11.0014,10,11
2011,3,19,9,봄,0,0,"맑음, 약간 구름 낀 흐림",17.22,21.21,44.0,31.0009,41,76
2011,3,15,23,봄,0,1,"안개, 안개 + 흐림",13.12,15.91,87.0,11.0014,17,18
2011,3,11,16,봄,0,1,"안개, 안개 + 흐림",13.94,15.15,49.0,19.9995,95,113
2012,1,18,22,봄,0,1,"맑음, 약간 구름 낀 흐림",7.38,8.335,47.0,16.9979,74,78
2011,6,9,18,여름,0,1,"맑음, 약간 구름 낀 흐림",36.08,40.15,39.0,19.0012,414,466
2011,9,15,0,가을,0,1,"맑음, 약간 구름 낀 흐림",26.24,30.305,69.0,8.9981,34,37
2011,1,8,5,봄,0,0,"안개, 안개 + 흐림",,8.335,74.0,11.0014,5,5
2011,1,2,13,봄,0,0,"안개, 안개 + 흐림",14.76,17.425,66.0,8.9981,64,75
2012,9,3,20,가을,1,0,"맑음, 약간 구름 낀 흐림",29.52,34.09,76.0,7.0015,183,261
2011,2,7,15,봄,0,1,"안개, 안개 + 흐림",15.58,19.695,54.0,6.0032,46,50
2011,2,4,10,봄,0,1,"안개, 안개 + 흐림",8.2,10.605,51.0,8.9981,46,51
2011,4,10,10,여름,0,0,"안개, 안개 + 흐림",16.4,20.455,87.0,0.0,81,150
2011,9,17,8,가을,0,0,"안개, 안개 + 흐림",18.86,22.725,77.0,16.9979,81,108
2012,3,16,12,봄,0,1,"안개, 안개 + 흐림",18.04,21.97,82.0,8.9981,222,294
2012,9,11,16,가을,0,1,"맑음, 약간 구름 낀 흐림",28.7,31.82,28.0,8.9981,437,536
2012,1,19,4,봄,0,1,"맑음, 약간 구름 낀 흐림",4.92,7.575,54.0,7.0015,1,1
2011,4,17,9,여름,0,0,"맑음, 약간 구름 낀 흐림",16.4,,43.0,19.0012,71,102
2011,10,13,23,겨울,0,1,"안개, 안개 + 흐림",23.78,27.275,88.0,12.998,45,47
2012,12,3,2,겨울,0,1,"맑음, 약간 구름 낀 흐림",17.22,21.21,77.0,11.0014,9,10
2011,7,9,11,가을,0,0,"맑음, 약간 구름 낀 흐림",31.98,34.85,46.0,19.9995,189,290
2011,7,11,18,가을,0,1,"맑음, 약간 구름 낀 흐림",35.26,41.665,53.0,26.0027,415,472
2012,2,6,8,봄,0,1,"맑음, 약간 구름 낀 흐림",6.56,9.09,86.0,8.9981,434,444
2011,8,5,18,가을,0,1,"맑음, 약간 구름 낀 흐림",31.16,34.85,52.0,16.9979,361,466
2012,5,3,16,여름,0,1,"맑음, 약간 구름 낀 흐림",27.88,31.82,57.0,11.0014,325,370
2012,5,9,10,여름,0,1,"안개, 안개 + 흐림",25.42,30.305,65.0,16.9979,113,153
2011,6,3,14,여름,0,1,"맑음, 약간 구름 낀 흐림",28.7,31.82,28.0,19.0012,174,240
2012,1,9,6,봄,0,1,"안개, 안개 + 흐림",9.02,11.365,60.0,8.9981,85,88
2011,4,4,7,여름,0,1,"안개, 안개 + 흐림",18.04,21.97,54.0,16.9979,150,157
2012,3,18,18,봄,0,0,"맑음, 약간 구름 낀 흐림",22.96,26.515,64.0,11.0014,294,459
2012,7,10,9,가을,0,1,"맑음, 약간 구름 낀 흐림",30.34,34.85,66.0,8.9981,284,331
2012,3,3,12,봄,0,0,"안개, 안개 + 흐림",17.22,21.21,67.0,16.9979,252,299
2011,3,4,2,봄,0,1,"안개, 안개 + 흐림",7.38,9.09,64.0,12.998,2,2
2012,5,16,13,여름,0,1,"맑음, 약간 구름 낀 흐림",29.52,32.575,42.0,0.0,273,350
2011,9,8,0,가을,0,1,"가벼운 눈, 가벼운 비 + 천둥",24.6,25.0,100.0,12.998,11,14
2011,1,3,18,봄,0,1,"맑음, 약간 구름 낀 흐림",9.84,12.88,32.0,7.0015,148,157
2012,11,10,1,겨울,0,0,"맑음, 약간 구름 낀 흐림",12.3,15.91,81.0,6.0032,68,76
